country,site_code,survey,indicator_full,indicator_condensed,survey_question_code,full_question,response_options
Indonesia,KAIMANA,Community Support,Attitude - TURF,Attitude,maintains_the_tradition_of_living_as_fishermen_from_generation_to_generation,"Here, please Mr / Mrs declare whether 'Agreed', 'Disagree', 'Do not know' to the statement below; (13) For me, obey the rules of fishery area access management (D) preserves the traditions of life as fishermen from generation to generation",[] Agree [] Disagree [] Do not know
Indonesia,KOLONOB,Community Support,Attitude - TURF,Attitude,maintains_the_tradition_of_living_as_fishermen_from_generation_to_generation,"Here, please Mr / Mrs declare whether 'Agreed', 'Disagree', 'Do not know' to the statement below; (13) For me, obey the rules of fishery area access management (D) preserves the traditions of life as fishermen from generation to generation",[] Agree [] Disagree [] Do not know
Indonesia,SABANG_,Community Support,Attitude - TURF,Attitude,maintains_the_tradition_of_living_as_fishermen_from_generation_to_generation,"Here, please Mr / Mrs declare whether 'Agreed', 'Disagree', 'Do not know' to the statement below; (13) For me, obey the rules of fishery area access management (D) preserves the traditions of life as fishermen from generation to generation",[] Agree [] Disagree [] Do not know
Indonesia,TAKABON,Community Support,Attitude - TURF,Attitude,maintains_the_tradition_of_living_as_fishermen_from_generation_to_generation,"Here, please Mr / Mrs declare whether 'Agreed', 'Disagree', 'Do not know' to the statement below; (13) For me, obey the rules of fishery area access management (D) preserves the traditions of life as fishermen from generation to generation",[] Agree [] Disagree [] Do not know
Indonesia,WAKA_DT,Community Support,Attitude - TURF,Attitude,maintains_the_tradition_of_living_as_fishermen_from_generation_to_generation,"Here, please Mr / Mrs declare whether 'Agreed', 'Disagree', 'Do not know' to the statement below; (13) For me, obey the rules of fishery area access management (D) preserves the traditions of life as fishermen from generation to generation",[] Agree [] Disagree [] Do not know
Indonesia,WAKA_NP,Community Support,Attitude - TURF,Attitude,maintains_the_tradition_of_living_as_fishermen_from_generation_to_generation,"Here, please Mr / Mrs declare whether 'Agreed', 'Disagree', 'Do not know' to the statement below; (13) For me, obey the rules of fishery area access management (D) preserves the traditions of life as fishermen from generation to generation",[] Agree [] Disagree [] Do not know
Indonesia,BUMBANG,Community Support,Attitude - TURF,Attitude,so_the_catch_in_the_future_will_add_more_when_compared_with_before,"Here, please tell me whether 'Agreed', 'Disagree', 'Do not know' to the statement below (12) To me, by obeying the rules of access management of the fishing area (A) Then the catch in the future will add more when compared to before the establishment of PAAP",[] Agree [] Disagree [] Do not know
Indonesia,BUMBANG,Community Support,Attitude - NTZ,Attitude,the_abundance_of_lobsters_will_increase_from_the_core_zone,"Here, please tell me whether 'Agreed', 'Disagree', 'Do not know' to the statement below (12) To me, by obeying the rules of access management of the fishing area (C) The abundance of lobsters will increase from the core zone",[] Agree [] Disagree [] Do not know
Indonesia,ANAMBAS,Sustainable Livelihoods,Catch Trend 1 Year,Catch Trend 1 Year,converted_in_this_1_month_how_your_catch_compared_to_the_same_month_last_year,"(E) In 1 month, how did your catch compare to the same month last year?",[] Same [] More [] More and more bigger [] Less [] Uncertain [] Do not remember / do not know
Indonesia,BANDAMP,Sustainable Livelihoods,Catch Trend 1 Year,Catch Trend 1 Year,converted_in_this_1_month_how_your_catch_compared_to_the_same_month_last_year,"(E) In 1 month, how did your catch compare to the same month last year?",[] Same [] More [] More and more bigger [] Less [] Uncertain [] Do not remember / do not know
Indonesia,BUMBANG,Sustainable Livelihoods,Catch Trend 1 Year,Catch Trend 1 Year,converted_in_this_1_month_how_your_catch_compared_to_the_same_month_last_year,"(E) In 1 month, how did your catch compare to the same month last year?",[] Same [] More [] More and more bigger [] Less [] Uncertain [] Do not remember / do not know
Indonesia,BUNAKEN,Sustainable Livelihoods,Catch Trend 1 Year,Catch Trend 1 Year,converted_in_this_1_month_how_your_catch_compared_to_the_same_month_last_year,"(E) In 1 month, how did your catch compare to the same month last year?",[] Same [] More [] More and more bigger [] Less [] Uncertain [] Do not remember / do not know
Indonesia,GILIMAT,Sustainable Livelihoods,Catch Trend 1 Year,Catch Trend 1 Year,converted_in_this_1_month_how_your_catch_compared_to_the_same_month_last_year,"(E) In 1 month, how did your catch compare to the same month last year?",[] Same [] More [] More and more bigger [] Less [] Uncertain [] Do not remember / do not know
Indonesia,KAIMANA,Sustainable Livelihoods,Catch Trend 1 Year,Catch Trend 1 Year,converted_in_this_1_month_how_your_catch_compared_to_the_same_month_last_year,"(E) In 1 month, how did your catch compare to the same month last year?",[] Same [] More [] More and more bigger [] Less [] Uncertain [] Do not remember / do not know
Indonesia,KARIMUN,Sustainable Livelihoods,Catch Trend 1 Year,Catch Trend 1 Year,converted_in_this_1_month_how_your_catch_compared_to_the_same_month_last_year,"(E) In 1 month, how did your catch compare to the same month last year?",[] Same [] More [] More and more bigger [] Less [] Uncertain [] Do not remember / do not know
Indonesia,KOLONOB,Sustainable Livelihoods,Catch Trend 1 Year,Catch Trend 1 Year,converted_in_this_1_month_how_your_catch_compared_to_the_same_month_last_year,"(E) In 1 month, how did your catch compare to the same month last year?",[] Same [] More [] More and more bigger [] Less [] Uncertain [] Do not remember / do not know
Indonesia,SABANG_,Sustainable Livelihoods,Catch Trend 1 Year,Catch Trend 1 Year,converted_in_this_1_month_how_your_catch_compared_to_the_same_month_last_year,"(E) In 1 month, how did your catch compare to the same month last year?",[] Same [] More [] More and more bigger [] Less [] Uncertain [] Do not remember / do not know
Indonesia,SERIBU_,Sustainable Livelihoods,Catch Trend 1 Year,Catch Trend 1 Year,converted_in_this_1_month_how_your_catch_compared_to_the_same_month_last_year,"(E) In 1 month, how did your catch compare to the same month last year?",[] Same [] More [] More and more bigger [] Less [] Uncertain [] Do not remember / do not know
Indonesia,TAKABON,Sustainable Livelihoods,Catch Trend 1 Year,Catch Trend 1 Year,converted_in_this_1_month_how_your_catch_compared_to_the_same_month_last_year,"(E) In 1 month, how did your catch compare to the same month last year?",[] Same [] More [] More and more bigger [] Less [] Uncertain [] Do not remember / do not know
Indonesia,WAKA_DT,Sustainable Livelihoods,Catch Trend 1 Year,Catch Trend 1 Year,converted_in_this_1_month_how_your_catch_compared_to_the_same_month_last_year,"(E) In 1 month, how did your catch compare to the same month last year?",[] Same [] More [] More and more bigger [] Less [] Uncertain [] Do not remember / do not know
Indonesia,WAKA_NP,Sustainable Livelihoods,Catch Trend 1 Year,Catch Trend 1 Year,converted_in_this_1_month_how_your_catch_compared_to_the_same_month_last_year,"(E) In 1 month, how did your catch compare to the same month last year?",[] Same [] More [] More and more bigger [] Less [] Uncertain [] Do not remember / do not know
Indonesia,ANAMBAS,Sustainable Livelihoods,Reduced Fishing Costs,Reduced Fishing Costs,average_variable_fishing_cost,(B) The average costs incurred for fishing each time to go to sea are:,"[] Below Rp. 500.000 [] Rp. 500.000 - Rp. 1,000,000 [] Rp. 1,000,000 - Rp. 1,500,000 [] Above Rp. 1.500.000"
Indonesia,BANDAMP,Sustainable Livelihoods,Reduced Fishing Costs,Reduced Fishing Costs,average_variable_fishing_cost,(B) The average costs incurred for fishing each time to go to sea are:,"[] Below Rp. 500.000 [] Rp. 500.000 - Rp. 1,000,000 [] Rp. 1,000,000 - Rp. 1,500,000 [] Above Rp. 1.500.000"
Indonesia,BUMBANG,Sustainable Livelihoods,Reduced Fishing Costs,Reduced Fishing Costs,average_variable_fishing_cost,(B) The average costs incurred for fishing each time to go to sea are:,"[] Below Rp. 500.000 [] Rp. 500.000 - Rp. 1,000,000 [] Rp. 1,000,000 - Rp. 1,500,000 [] Above Rp. 1.500.000"
Indonesia,BUNAKEN,Sustainable Livelihoods,Reduced Fishing Costs,Reduced Fishing Costs,average_variable_fishing_cost,(B) The average costs incurred for fishing each time to go to sea are:,"[] Below Rp. 500.000 [] Rp. 500.000 - Rp. 1,000,000 [] Rp. 1,000,000 - Rp. 1,500,000 [] Above Rp. 1.500.000"
Indonesia,GILIMAT,Sustainable Livelihoods,Reduced Fishing Costs,Reduced Fishing Costs,average_variable_fishing_cost,(B) The average costs incurred for fishing each time to go to sea are:,"[] Below Rp. 500.000 [] Rp. 500.000 - Rp. 1,000,000 [] Rp. 1,000,000 - Rp. 1,500,000 [] Above Rp. 1.500.000"
Indonesia,KAIMANA,Sustainable Livelihoods,Reduced Fishing Costs,Reduced Fishing Costs,average_variable_fishing_cost,(B) The average costs incurred for fishing each time to go to sea are:,"[] Below Rp. 500.000 [] Rp. 500.000 - Rp. 1,000,000 [] Rp. 1,000,000 - Rp. 1,500,000 [] Above Rp. 1.500.000"
Indonesia,KARIMUN,Sustainable Livelihoods,Reduced Fishing Costs,Reduced Fishing Costs,average_variable_fishing_cost,(B) The average costs incurred for fishing each time to go to sea are:,"[] Below Rp. 500.000 [] Rp. 500.000 - Rp. 1,000,000 [] Rp. 1,000,000 - Rp. 1,500,000 [] Above Rp. 1.500.000"
Indonesia,KOLONOB,Sustainable Livelihoods,Reduced Fishing Costs,Reduced Fishing Costs,average_variable_fishing_cost,(B) The average costs incurred for fishing each time to go to sea are:,"[] Below Rp. 500.000 [] Rp. 500.000 - Rp. 1,000,000 [] Rp. 1,000,000 - Rp. 1,500,000 [] Above Rp. 1.500.000"
Indonesia,SABANG_,Sustainable Livelihoods,Reduced Fishing Costs,Reduced Fishing Costs,average_variable_fishing_cost,(B) The average costs incurred for fishing each time to go to sea are:,"[] Below Rp. 500.000 [] Rp. 500.000 - Rp. 1,000,000 [] Rp. 1,000,000 - Rp. 1,500,000 [] Above Rp. 1.500.000"
Indonesia,SERIBU_,Sustainable Livelihoods,Reduced Fishing Costs,Reduced Fishing Costs,average_variable_fishing_cost,(B) The average costs incurred for fishing each time to go to sea are:,"[] Below Rp. 500.000 [] Rp. 500.000 - Rp. 1,000,000 [] Rp. 1,000,000 - Rp. 1,500,000 [] Above Rp. 1.500.000"
Indonesia,TAKABON,Sustainable Livelihoods,Reduced Fishing Costs,Reduced Fishing Costs,average_variable_fishing_cost,(B) The average costs incurred for fishing each time to go to sea are:,"[] Below Rp. 500.000 [] Rp. 500.000 - Rp. 1,000,000 [] Rp. 1,000,000 - Rp. 1,500,000 [] Above Rp. 1.500.000"
Indonesia,WAKA_DT,Sustainable Livelihoods,Reduced Fishing Costs,Reduced Fishing Costs,average_variable_fishing_cost,(B) The average costs incurred for fishing each time to go to sea are:,"[] Below Rp. 500.000 [] Rp. 500.000 - Rp. 1,000,000 [] Rp. 1,000,000 - Rp. 1,500,000 [] Above Rp. 1.500.000"
Indonesia,WAKA_NP,Sustainable Livelihoods,Reduced Fishing Costs,Reduced Fishing Costs,average_variable_fishing_cost,(B) The average costs incurred for fishing each time to go to sea are:,"[] Below Rp. 500.000 [] Rp. 500.000 - Rp. 1,000,000 [] Rp. 1,000,000 - Rp. 1,500,000 [] Above Rp. 1.500.000"
Indonesia,SERIBU_,Community Support,Attitude - NTZ,Attitude,benefits_from_paap_location,"10) ÿÿ9 In the last 6 months, you talked to your fellow fishermen about: ÿÿ1 (A) Benefits derived from PAAP locations",[] Yes [] No [] Do not remember
Indonesia,ANAMBAS,Community Support,Communication - NTZ,Communication,compliance_with_the_applicable_rules_within_the_fisheries_area_access_area,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (13) In the last 6 months, Mr / Ms spoke with other fishermen about: (B) compliance with applicable agreements within the territory of the fishery access area",[] Yes [] No [] Do not remember
Indonesia,BANDAMP,Community Support,Communication - NTZ,Communication,compliance_with_the_applicable_rules_within_the_fisheries_area_access_area,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (13) In the last 6 months, Mr / Ms spoke with other fishermen about: (B) compliance with applicable agreements within the territory of the fishery access area",[] Yes [] No [] Do not remember
Indonesia,BUMBANG,Community Support,Communication - NTZ,Communication,compliance_with_the_applicable_rules_within_the_fisheries_area_access_area,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (13) In the last 6 months, Mr / Ms spoke with other fishermen about: (B) compliance with applicable agreements within the territory of the fishery access area",[] Yes [] No [] Do not remember
Indonesia,BUNAKEN,Community Support,Communication - NTZ,Communication,compliance_with_the_applicable_rules_within_the_fisheries_area_access_area,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (13) In the last 6 months, Mr / Ms spoke with other fishermen about: (B) compliance with applicable agreements within the territory of the fishery access area",[] Yes [] No [] Do not remember
Indonesia,GILIMAT,Community Support,Communication - NTZ,Communication,compliance_with_the_applicable_rules_within_the_fisheries_area_access_area,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (13) In the last 6 months, Mr / Ms spoke with other fishermen about: (B) compliance with applicable agreements within the territory of the fishery access area",[] Yes [] No [] Do not remember
Indonesia,KAIMANA,Community Support,Communication - NTZ,Communication,compliance_with_the_applicable_rules_within_the_fisheries_area_access_area,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (13) In the last 6 months, Mr / Ms spoke with other fishermen about: (B) compliance with applicable agreements within the territory of the fishery access area",[] Yes [] No [] Do not remember
Indonesia,KOLONOB,Community Support,Communication - NTZ,Communication,compliance_with_the_applicable_rules_within_the_fisheries_area_access_area,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (13) In the last 6 months, Mr / Ms spoke with other fishermen about: (B) compliance with applicable agreements within the territory of the fishery access area",[] Yes [] No [] Do not remember
Indonesia,SABANG_,Community Support,Communication - NTZ,Communication,compliance_with_the_applicable_rules_within_the_fisheries_area_access_area,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (13) In the last 6 months, Mr / Ms spoke with other fishermen about: (B) compliance with applicable agreements within the territory of the fishery access area",[] Yes [] No [] Do not remember
Indonesia,TAKABON,Community Support,Communication - NTZ,Communication,compliance_with_the_applicable_rules_within_the_fisheries_area_access_area,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (13) In the last 6 months, Mr / Ms spoke with other fishermen about: (B) compliance with applicable agreements within the territory of the fishery access area",[] Yes [] No [] Do not remember
Indonesia,WAKA_DT,Community Support,Communication - NTZ,Communication,compliance_with_the_applicable_rules_within_the_fisheries_area_access_area,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (13) In the last 6 months, Mr / Ms spoke with other fishermen about: (B) compliance with applicable agreements within the territory of the fishery access area",[] Yes [] No [] Do not remember
Indonesia,WAKA_NP,Community Support,Communication - NTZ,Communication,compliance_with_the_applicable_rules_within_the_fisheries_area_access_area,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (13) In the last 6 months, Mr / Ms spoke with other fishermen about: (B) compliance with applicable agreements within the territory of the fishery access area",[] Yes [] No [] Do not remember
Indonesia,BUNAKEN,Community Support,Communication - TURF,Communication,d_fishing_gear_is_allowed_in_the_area_of_access_of_the_fishing_area,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (13) In the last 6 months, Mr / Ms spoke with other fishermen about: (D) fishing gear is allowed in the area of access of the fishing area",[] Yes [] No [] Do not remember
Indonesia,KARIMUN,Community Support,Communication - TURF,Communication,do_not_catch_sunu_size_less_than_n_a5_cm,"(9) In the last 6 months, Mr / Ms talked with other fishermen about:(E) does not catch sunu size less than 35 cm",[] Yes [] No [] Do not remember
Indonesia,KARIMUN,Community Support,Communication - TURF,Communication,do_not_shoot_fish_on_18_28_hijriah_every_month,"(9) In the last 6 months, Mr / Ms talked with other fishermen about:(C) does not shoot fish on 18-28 Hijriah every month",[] Yes [] No [] Do not remember
Indonesia,KARIMUN,Community Support,Communication - TURF,Communication,do_not_throw_garbage_into_the_sea,"(9) In the last 6 months, Mr / Ms talked with other fishermen about:(D) do not throw garbage into the sea",[] Yes [] No [] Do not remember
Indonesia,BUNAKEN,Community Support,Communication - TURF,Communication,e_the_size_of_the_fish_caught_in_the_area_of_access_of_the_fishery_area,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember'(13) In the last 6 months, Mr / Ms spoke with other fishermen about:(E) the size of the fish caught in the area of access of the fishery area",[] Yes [] No [] Do not remember
Indonesia,BUNAKEN,Community Support,Communication - TURF,Communication,f_types_of_fish_that_are_managed_and_regulated_in_the_area_of_fishery_area_access,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember'(13) In the last 6 months, Mr / Ms spoke with other fishermen about:(F) types of fish that are managed and regulated in the area of fishery area access",[] Yes [] No [] Do not remember
Indonesia,ANAMBAS,Community Support,Communication - TURF,Communication,for_the_next_3_questions_please_say_whether_you_talked_with_fellow_fishermen_in_the_past_6_months_about_benefits_gained_from_the_management_of_fishery_area_access,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (11) In the last 6 months, I talked with fellow fishermen about: (A) benefits gained from the management of the fishery area access",[] Yes [] No [] Do not remember
Indonesia,BANDAMP,Community Support,Communication - TURF,Communication,for_the_next_3_questions_please_say_whether_you_talked_with_fellow_fishermen_in_the_past_6_months_about_benefits_gained_from_the_management_of_fishery_area_access,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (11) In the last 6 months, I talked with fellow fishermen about: (A) benefits gained from the management of the fishery area access",[] Yes [] No [] Do not remember
Indonesia,BUMBANG,Community Support,Communication - TURF,Communication,for_the_next_3_questions_please_say_whether_you_talked_with_fellow_fishermen_in_the_past_6_months_about_benefits_gained_from_the_management_of_fishery_area_access,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (11) In the last 6 months, I talked with fellow fishermen about: (A) benefits gained from the management of the fishery area access",[] Yes [] No [] Do not remember
Indonesia,BUNAKEN,Community Support,Communication - TURF,Communication,for_the_next_3_questions_please_say_whether_you_talked_with_fellow_fishermen_in_the_past_6_months_about_benefits_gained_from_the_management_of_fishery_area_access,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (11) In the last 6 months, I talked with fellow fishermen about: (A) benefits gained from the management of the fishery area access",[] Yes [] No [] Do not remember
Indonesia,GILIMAT,Community Support,Communication - TURF,Communication,for_the_next_3_questions_please_say_whether_you_talked_with_fellow_fishermen_in_the_past_6_months_about_benefits_gained_from_the_management_of_fishery_area_access,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (11) In the last 6 months, I talked with fellow fishermen about: (A) benefits gained from the management of the fishery area access",[] Yes [] No [] Do not remember
Indonesia,KAIMANA,Community Support,Communication - TURF,Communication,for_the_next_3_questions_please_say_whether_you_talked_with_fellow_fishermen_in_the_past_6_months_about_benefits_gained_from_the_management_of_fishery_area_access,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (11) In the last 6 months, I talked with fellow fishermen about: (A) benefits gained from the management of the fishery area access",[] Yes [] No [] Do not remember
Indonesia,KARIMUN,Community Support,Communication - TURF,Communication,for_the_next_3_questions_please_say_whether_you_talked_with_fellow_fishermen_in_the_past_6_months_about_benefits_gained_from_the_management_of_fishery_area_access,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (11) In the last 6 months, I talked with fellow fishermen about: (A) benefits gained from the management of the fishery area access",[] Yes [] No [] Do not remember
Indonesia,KOLONOB,Community Support,Communication - TURF,Communication,for_the_next_3_questions_please_say_whether_you_talked_with_fellow_fishermen_in_the_past_6_months_about_benefits_gained_from_the_management_of_fishery_area_access,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (11) In the last 6 months, I talked with fellow fishermen about: (A) benefits gained from the management of the fishery area access",[] Yes [] No [] Do not remember
Indonesia,SABANG_,Community Support,Communication - TURF,Communication,for_the_next_3_questions_please_say_whether_you_talked_with_fellow_fishermen_in_the_past_6_months_about_benefits_gained_from_the_management_of_fishery_area_access,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (11) In the last 6 months, I talked with fellow fishermen about: (A) benefits gained from the management of the fishery area access",[] Yes [] No [] Do not remember
Indonesia,TAKABON,Community Support,Communication - TURF,Communication,for_the_next_3_questions_please_say_whether_you_talked_with_fellow_fishermen_in_the_past_6_months_about_benefits_gained_from_the_management_of_fishery_area_access,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (11) In the last 6 months, I talked with fellow fishermen about: (A) benefits gained from the management of the fishery area access",[] Yes [] No [] Do not remember
Indonesia,WAKA_DT,Community Support,Communication - TURF,Communication,for_the_next_3_questions_please_say_whether_you_talked_with_fellow_fishermen_in_the_past_6_months_about_benefits_gained_from_the_management_of_fishery_area_access,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (11) In the last 6 months, I talked with fellow fishermen about: (A) benefits gained from the management of the fishery area access",[] Yes [] No [] Do not remember
Indonesia,WAKA_NP,Community Support,Communication - TURF,Communication,for_the_next_3_questions_please_say_whether_you_talked_with_fellow_fishermen_in_the_past_6_months_about_benefits_gained_from_the_management_of_fishery_area_access,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (11) In the last 6 months, I talked with fellow fishermen about: (A) benefits gained from the management of the fishery area access",[] Yes [] No [] Do not remember
Indonesia,SERIBU_,Community Support,Communication - TURF,Communication,good_fish_size_captured_at_paap_location,"(10) ÿÿ9 In the last 6 months, you talked to your fellow fishermen about: ÿÿ1(D) Good fish size captured in PAAP location",[] Yes [] No [] Do not remember
Indonesia,KARIMUN,Community Support,Communication - TURF,Communication,not_catching_fish_in_tourism_utilization_zones,"(9) In the last 6 months, Mr / Ms talked with other fishermen about: (B) does not catch fish in tourism utilization zones",[] Yes [] No [] Do not remember
Indonesia,SERIBU_,Community Support,Communication - TURF,Communication,obedience_to_the_applicable_agreement_at_paap_location,"(10) ÿÿ9 In the last 6 months, you talked to your fellow fishermen about: ÿÿ1(B) Obedience to the agreement applicable at the PAAP location",[] Yes [] No [] Do not remember
Indonesia,SERIBU_,Community Support,Communication - TURF,Communication,proper_capture_tool_is_used_in_paap_location,"(10) ÿÿ9 In the last 6 months, you talked to your fellow fishermen about: ÿÿ1(C) Appliances are allowed to be used in PAAP locations",[] Yes [] No [] Do not remember
Indonesia,SERIBU_,Community Support,Communication - TURF,Communication,type_of_fish_managed_arranged_in_paap_location,"(10) ÿÿ9 In the last 6 months, you talked to your fellow fishermen about: ÿÿ1(E) Types of fish managed / managed at PAAP locations",[] Yes [] No [] Do not remember
Indonesia,ANAMBAS,Community Support,Communication - Enforcement,Communication,ways_of_monitoring_and_reporting_violations_of_rules_in_the_area_of_fisheries_access,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (11) In the last 6 months, I talked with fellow fishermen about: (C) ways of monitoring and reporting violations of rules in the area of access of the fishing area",[] Yes [] No [] Do not remember
Indonesia,BANDAMP,Community Support,Communication - Enforcement,Communication,ways_of_monitoring_and_reporting_violations_of_rules_in_the_area_of_fisheries_access,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (11) In the last 6 months, I talked with fellow fishermen about: (C) ways of monitoring and reporting violations of rules in the area of access of the fishing area",[] Yes [] No [] Do not remember
Indonesia,BUMBANG,Community Support,Communication - Enforcement,Communication,ways_of_monitoring_and_reporting_violations_of_rules_in_the_area_of_fisheries_access,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (11) In the last 6 months, I talked with fellow fishermen about: (C) ways of monitoring and reporting violations of rules in the area of access of the fishing area",[] Yes [] No [] Do not remember
Indonesia,BUNAKEN,Community Support,Communication - Enforcement,Communication,ways_of_monitoring_and_reporting_violations_of_rules_in_the_area_of_fisheries_access,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (11) In the last 6 months, I talked with fellow fishermen about: (C) ways of monitoring and reporting violations of rules in the area of access of the fishing area",[] Yes [] No [] Do not remember
Indonesia,GILIMAT,Community Support,Communication - Enforcement,Communication,ways_of_monitoring_and_reporting_violations_of_rules_in_the_area_of_fisheries_access,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (11) In the last 6 months, I talked with fellow fishermen about: (C) ways of monitoring and reporting violations of rules in the area of access of the fishing area",[] Yes [] No [] Do not remember
Indonesia,KAIMANA,Community Support,Communication - Enforcement,Communication,ways_of_monitoring_and_reporting_violations_of_rules_in_the_area_of_fisheries_access,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (11) In the last 6 months, I talked with fellow fishermen about: (C) ways of monitoring and reporting violations of rules in the area of access of the fishing area",[] Yes [] No [] Do not remember
Indonesia,KOLONOB,Community Support,Communication - Enforcement,Communication,ways_of_monitoring_and_reporting_violations_of_rules_in_the_area_of_fisheries_access,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (11) In the last 6 months, I talked with fellow fishermen about: (C) ways of monitoring and reporting violations of rules in the area of access of the fishing area",[] Yes [] No [] Do not remember
Indonesia,SABANG_,Community Support,Communication - Enforcement,Communication,ways_of_monitoring_and_reporting_violations_of_rules_in_the_area_of_fisheries_access,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (11) In the last 6 months, I talked with fellow fishermen about: (C) ways of monitoring and reporting violations of rules in the area of access of the fishing area",[] Yes [] No [] Do not remember
Indonesia,TAKABON,Community Support,Communication - Enforcement,Communication,ways_of_monitoring_and_reporting_violations_of_rules_in_the_area_of_fisheries_access,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (11) In the last 6 months, I talked with fellow fishermen about: (C) ways of monitoring and reporting violations of rules in the area of access of the fishing area",[] Yes [] No [] Do not remember
Indonesia,WAKA_DT,Community Support,Communication - Enforcement,Communication,ways_of_monitoring_and_reporting_violations_of_rules_in_the_area_of_fisheries_access,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (11) In the last 6 months, I talked with fellow fishermen about: (C) ways of monitoring and reporting violations of rules in the area of access of the fishing area",[] Yes [] No [] Do not remember
Indonesia,WAKA_NP,Community Support,Communication - Enforcement,Communication,ways_of_monitoring_and_reporting_violations_of_rules_in_the_area_of_fisheries_access,"For the statement below, please state your answer, with ""Yes"", ""No"", or 'Can not remember' (11) In the last 6 months, I talked with fellow fishermen about: (C) ways of monitoring and reporting violations of rules in the area of access of the fishing area",[] Yes [] No [] Do not remember
Indonesia,ANAMBAS,Community Support,Attitude - TURF,Attitude,adhere_to_the_rules_of_fishery_area_access_management,"(12) For me,(B) complies with the rules of access management of the fishing area",[] Easy [] Somewhat easy [] Hesitant [] Somewhat difficult [] Difficult
Indonesia,BANDAMP,Community Support,Attitude - TURF,Attitude,adhere_to_the_rules_of_fishery_area_access_management,"(12) For me,(B) complies with the rules of access management of the fishing area",[] Easy [] Somewhat easy [] Hesitant [] Somewhat difficult [] Difficult
Indonesia,BUMBANG,Community Support,Attitude - TURF,Attitude,adhere_to_the_rules_of_fishery_area_access_management,"(12) For me,(B) complies with the rules of access management of the fishing area",[] Easy [] Somewhat easy [] Hesitant [] Somewhat difficult [] Difficult
Indonesia,BUNAKEN,Community Support,Attitude - TURF,Attitude,adhere_to_the_rules_of_fishery_area_access_management,"(12) For me,(B) complies with the rules of access management of the fishing area",[] Easy [] Somewhat easy [] Hesitant [] Somewhat difficult [] Difficult
Indonesia,GILIMAT,Community Support,Attitude - TURF,Attitude,adhere_to_the_rules_of_fishery_area_access_management,"(12) For me,(B) complies with the rules of access management of the fishing area",[] Easy [] Somewhat easy [] Hesitant [] Somewhat difficult [] Difficult
Indonesia,KAIMANA,Community Support,Attitude - TURF,Attitude,adhere_to_the_rules_of_fishery_area_access_management,"(12) For me,(B) complies with the rules of access management of the fishing area",[] Easy [] Somewhat easy [] Hesitant [] Somewhat difficult [] Difficult
Indonesia,KARIMUN,Community Support,Attitude - TURF,Attitude,adhere_to_the_rules_of_fishery_area_access_management,"(12) For me,(B) complies with the rules of access management of the fishing area",[] Easy [] Somewhat easy [] Hesitant [] Somewhat difficult [] Difficult
